"ID","author","date","message"
"03afd494","nicolasepiscopo","1536149671","[BD-2742] Do not display 'Invalid phone number' error until after user has submitted input"
"f97f8401","nicolasepiscopo","1536078304","[BD-2741] More detailed warning when deleting an inventory"
"fdfefcdd","nicolasepiscopo","1536068221","Updating node version on pipelines"
"87a0664f","nicolasepiscopo","1535999251","Merge branch 'feature/streamlined-registration' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"eb3b6e29","nicolasepiscopo","1535987426","Fixing initial step for signup"
"482f565f","nicolasepiscopo","1535986534","[BD-2738] Video tutorial is covering the Getting Started title on the Get Started last page"
"abd6c878","nicolasepiscopo","1535983921","[BD-2737] Business name selection will remain if user quickly enters a business then press 'Done' button"
"62c08cf5","nicolasepiscopo","1535729397","Fix conflict"
"447730aa","nicolasepiscopo","1535728365","[BD-2734] [BD-2733] [BD-2731]"
"c1ed6201","nicolasepiscopo","1535578978","Fix config"
"fc2e2301","nicolasepiscopo","1535575532","Merge branch 'feature/streamlined-registration' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"b132df51","nicolasepiscopo","1535575498","Fixing method for request"
"44198d0c","nicolasepiscopo","1535573427","Deploying version 3.26.0 production ready version for itunes store"
"0d977c31","nicolasepiscopo","1535572949","Deploying version 3.26.0 production ready version for play store"
"88da090f","nicolasepiscopo","1535572045","Merge branch 'feature/streamlined-registration' of bitbucket.org:bardog/bardog-mobile-native into feature/streamlined-registration-and-subscription"
"170ba9f4","nicolasepiscopo","1535572006","Removing loading animation on Android for subscription buttons"
"a74ea5a8","nicolasepiscopo","1535571918","Deploying alpha to google play"
"91751baf","nicolasepiscopo","1535569553","Merge branch 'feature/streamlined-registration' of bitbucket.org:bardog/bardog-mobile-native into feature/streamlined-registration-and-subscription"
"83feb10e","nicolasepiscopo","1535569524","Version 3.26.0"
"1610f687","nicolasepiscopo","1535569502","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native into feature/streamlined-registration"
"7a766eb8","nicolasepiscopo","1535565909","Merge branch 'feature/streamlined-registration' of bitbucket.org:bardog/bardog-mobile-native into feature/streamlined-registration-and-subscription"
"d3d9defe","nicolasepiscopo","1535565815","Adding loading behaviour to buttons"
"17bde554","nicolasepiscopo","1535563956","Added premium/free account status in user menu"
"6c1a17de","nicolasepiscopo","1535563160","[BD-2695] Update pricing on in-app subscription features screen"
"abdb0042","nicolasepiscopo","1535557271","Updating price and parameters for api on subscription"
"c6cc91ee","nicolasepiscopo","1535469370","Merge branch 'feature/streamlined-registration' of bitbucket.org:bardog/bardog-mobile-native into feature/streamlined-registration-and-subscription"
"b960aa2f","nicolasepiscopo","1535469161","[BD-2659] Center BarDog log on mobile app"
"6067cdfc","nicolasepiscopo","1535463440","Merge branch 'feature/streamlined-registration' of bitbucket.org:bardog/bardog-mobile-native into feature/streamlined-registration-and-subscription"
"4187c1b2","nicolasepiscopo","1535463270","Added subscription modal after login for non premium users"
"f5e9f683","nicolasepiscopo","1535456566","Adding in-app payment capabilities"
"1c8c3db5","nicolasepiscopo","1535399540","Fix conflicts"
"9c78dc1c","nicolasepiscopo","1535398227","[BD-2658] In-app subscription purchase on mobile"
"7c9f9b23","nicolasepiscopo","1535396354","Adding in-app purchases"
"9b6c2eb1","nicolasepiscopo","1535396254","Adding in-app purchases to native code"
"25b3e19b","nicolasepiscopo","1535389605","Fixed conflicts"
"6beff768","nicolasepiscopo","1535384741","Adding billing permissions to android manifest"
"53126d15","nicolasepiscopo","1535382779","android deploy"
"2c8623e8","nicolasepiscopo","1535380184","iOS deploy"
"16491aac","nicolasepiscopo","1535377098","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"7c6fc9a4","Nicolás Epíscopo","1535376334","Merged in develop (pull request #51)"
"232ba2d8","nicolasepiscopo","1535376310","Version 3.25.0"
"3c61885b","nicolasepiscopo","1535375716","[BD-2655] Password field disappears behind keyboard on iPhone X"
"baef8712","nicolasepiscopo","1535138012","Rolling back keyboard related component version"
"af975c68","nicolasepiscopo","1535134325","Adding new screen to registration flow - Payment screen Finished"
"bb506f49","Nicolás Epíscopo","1535117665","Merged in bugfix/BD-2609 (pull request #50)"
"3e00f40a","Nicolás Epíscopo","1535117631","Merged in bugfix/BD-2638 (pull request #49)"
"8fea1910","Nicolás Epíscopo","1535117601","Merged in bugfix/BD-2620 (pull request #48)"
"212f75fc","Nicolás Epíscopo","1535117553","Merged in bugfix/BD-2567 (pull request #47)"
"418bd3f7","Nicolás Epíscopo","1535117533","Merged in bugfix/BD-2624 (pull request #46)"
"ae922b47","nicolasepiscopo","1535057443","Adding new screen to registration flow"
"3ba8bbb6","nicolasepiscopo","1535047665","[BD-2678] Apply indentation or some space on the edge on mobile log in instruction on ios"
"8a64e238","nicolasepiscopo","1535047153","[BD-2665] Retain the keyboard when Reset scroll to top on inventory item search happen"
"fd7a5985","nicolasepiscopo","1535047052","Merge branch 'feature/BD-2560' of bitbucket.org:bardog/bardog-mobile-native into feature/streamlined-registration"
"412d9a94","nicolasepiscopo","1535045067","Adding payment processors package"
"edca1aab","nicolasepiscopo","1535027187","[BD-2665] Retain the keyboard when Reset scroll to top on inventory item search happen"
"d4429fe4","nicolasepiscopo","1535025077","[BD-2674] Invalid verification code prompt on mobile login is incorrect"
"80238333","nicolasepiscopo","1535024225","[BD-2676] Switch behavior for 'Delete' and 'Delete and keep products in storage area' until user refreshes the page"
"457a4113","nicolasepiscopo","1534969231","[BD-2667] Switch include_products to the delete section area request"
"8b802979","nicolasepiscopo","1534966892","Fixing config"
"f28d0e34","nicolasepiscopo","1534966826","[BD-2491] Login using mobile number"
"7fc5953c","nicolasepiscopo","1534950400","[BD-2653] Make consistent colors for Terms of Service and Privacy Policy"
"f0cedfd6","nicolasepiscopo","1534950134","[BD-2654] Return user to login screen after pressing 'Reset password'"
"d61736ad","nicolasepiscopo","1534949667","[BD-2664] Make the login button from email tab fixed on the bottom"
"0469f29c","nicolasepiscopo","1534947167","[BD-2656] Generate logo image for iPhone X with 3x resolution"
"df9b6e73","nicolasepiscopo","1534946677","[BD-2657] Update last intro screen on mobile with new pricing information"
"e8cf97db","nicolasepiscopo","1534946195","[BD-2560] Reset scroll to top on mobile inventory item search"
"bcde575c","nicolasepiscopo","1534865159","[BD-2567] Red offline mode bar covers storage area on iPhone X"
"6ec3257e","nicolasepiscopo","1534853864","[BD-2644] App crashes if user press the login button on an android device"
"17ff33c4","nicolasepiscopo","1534797642","[BD-2491] Login using mobile number"
"d5e6f38a","nicolasepiscopo","1534796984","[BD-2491] Login using mobile number"
"b52590e1","nicolasepiscopo","1534783969","[BD-2642] Keyboard shouldn't appear after logging in"
"2c539356","nicolasepiscopo","1534782387","[BD-2623] User cannot play again the video on the on boarding pages if user stops and returned to the 5th page"
"00ad4a1d","nicolasepiscopo","1534777119","[BD-2620] Pressing the add item button on an iphone 6 may sometimes show the bulk add item"
"49826c12","nicolasepiscopo","1534776467","[BD-2614] Title margin bottom adjustment"
"d28cb787","nicolasepiscopo","1534767539","Removing unused dependency"
"72ee871b","nicolasepiscopo","1534767342","[BD-2641] Return fields validation on mobile"
"98c65dd1","nicolasepiscopo","1534536251","[BD-2616] Terms of Service and Privacy Policy content is not complete on the bottom sentence"
"43b4ea67","nicolasepiscopo","1534535039","[BD-2615] && [BD-2614]"
"5b1d08c5","nicolasepiscopo","1534520756","[BD-2615] Get Started and Log in button is very hard to press on an android device - Android fix"
"f30354ec","nicolasepiscopo","1534519777","[BD-2632] (x) clear button does not alway appear when a field is selected - Fix for android"
"8c33c772","nicolasepiscopo","1534517247","[BD-2633] Automatically make country code input active and bring up keyboard"
"68b94d05","nicolasepiscopo","1534516266","[BD-2615] Get Started and Log in button is very hard to press on an android device"
"61ca5f32","nicolasepiscopo","1534514834","[BD-2632] (x) clear button does not alway appear when a field is selected"
"00536590","nicolasepiscopo","1534510374","[BD-2631] Fix horizontal alignment of eye and (x) clear icon"
"f42724f3","nicolasepiscopo","1534451897","[BD-2630] Minimize keyboard when a dropdown suggestion is chosen (address, business name)"
"3d143e12","nicolasepiscopo","1534451638","[BD-2629] Change keyboard action for inputs from 'Return' to 'Next'"
"b6f15fb2","nicolasepiscopo","1534450448","[BD-2628] Make form scrollable so that it moves on input select"
"13070f70","nicolasepiscopo","1534449981","[BD-2627] Improved top and bottom padding on Getting Started screen on iPhone X"
"7bc39495","nicolasepiscopo","1534446996","[BD-2626] Enlarge checkbox and checkbox pressable area"
"763148ca","nicolasepiscopo","1534438746","[BD-2625] Responsive fonts for different screen resolutions"
"d9846972","nicolasepiscopo","1534435259","[BD-2638] App crashes when user adds a new storage then add an item and perform a quick count on the added item"
"34fadd44","nicolasepiscopo","1534431141","[BD-2624] Deleting a section on mobile will not remove the item from storage"
"6e88a7c7","nicolasepiscopo","1534359400","Removing change on config"
"7f0f05bb","nicolasepiscopo","1534359307","[BD-2609] Count info modal should round up to the nearest hundredth place"
"d5e15788","nicolasepiscopo","1534339961","[BD-2493] Removing from mobile, moved to backend"
"ab7007f0","nicolasepiscopo","1534267682","[BD-2493] Registration email marketing campaign"
"dc928fdd","nicolasepiscopo","1534257306","Style fixes for low res"
"f3b1da9c","nicolasepiscopo","1534257092","Removing event handler on dots"
"6efb8000","nicolasepiscopo","1534256898","Minor changes on styling"
"e533ece9","nicolasepiscopo","1534256420","Intro screens finished"
"ac5be6bd","nicolasepiscopo","1534181107","Added changes on address and business selectors to match UX"
"93460a65","nicolasepiscopo","1534170783","Minor changes to video component"
"e905c8bc","nicolasepiscopo","1534167312","Added youtube video to signup last step"
"ff9644fe","nicolasepiscopo","1533932332","Adding video to business screen on registration"
"465aef70","nicolasepiscopo","1533930305","WIP Video"
"17b970a7","nicolasepiscopo","1533927823","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native into feature/streamlined-registration"
"5c04cff6","nicolasepiscopo","1533927814","WIP"
"7bad3c6b","nicolasepiscopo","1533837974","[BD-2598] Integration with phone validation endpoint"
"d4c1b14a","nicolasepiscopo","1533829322","Deployed for Android version 3.24.1"
"0d09291c","nicolasepiscopo","1533828372","Deployed v3.24.1 to ios"
"ebb5fed1","nicolasepiscopo","1533827355","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"7258f90d","nicolasepiscopo","1533827295","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native"
"c1a4687e","nicolasepiscopo","1533827246","Version 3.24.1"
"1f9f4673","Nicolás Epíscopo","1533827078","Merged in bugfix/BD-2600 (pull request #44)"
"5499edbd","Nicolás Epíscopo","1533827022","Merged in bugfix/BD-2599 (pull request #43)"
"262a9bb0","Nicolás Epíscopo","1533827000","Merged in bugfix/BD-2602 (pull request #42)"
"dc64b9a7","nicolasepiscopo","1533824169","[BD-2602] Do not display the Begin inventory template on accounts that already has an inventory"
"51fef5aa","nicolasepiscopo","1533820786","[BD-2599] Editing an item on the inventory won't update and let user count by order quantity"
"fad1b01b","nicolasepiscopo","1533816935","[BD-2600] Storage area will not show on items on detailed report if the items are inside of a section"
"71403fa3","Nicolás Epíscopo","1533755271","Merged in bugfix/BD-2545 (pull request #37)"
"009165ca","nicolasepiscopo","1533734670","WIP"
"82c9a551","Nicolás Epíscopo","1533654674","Merged in bugfix/BD-2551 (pull request #41)"
"cc5d1bf1","nicolasepiscopo","1533654646","Fixing conflicts"
"a617056e","Nicolás Epíscopo","1533654470","Merged in bugfix/BD-2582 (pull request #40)"
"8baf311b","Nicolás Epíscopo","1533654435","Merged in bugfix/BD-2587 (pull request #39)"
"d1a9cf3d","Nicolás Epíscopo","1533654399","Merged in bugfix/BD-2590 (pull request #38)"
"9b400cf8","nicolasepiscopo","1533653971","Added screens for phone number, activation code, business and video"
"3291b0e4","nicolasepiscopo","1533587959","WIP"
"ec5ad945","nicolasepiscopo","1533579516","[BD-2545] Mobile app crashes after re-ordering an item - Updating method"
"59b7766c","nicolasepiscopo","1533579101","[BD-2545] Mobile app crashes after re-ordering an item"
"5a110e7a","nicolasepiscopo","1533569189","[BD-2590] Count by order unit option do not appear when item was just added on the inventory"
"8590676c","nicolasepiscopo","1533557894","[BD-2587] Count info logo (i) doesn't appear on an android device"
"c821ae86","nicolasepiscopo","1533390749","Deploy to itunes"
"6aa9ef77","nicolasepiscopo","1533332244","Android version deployed"
"16242599","nicolasepiscopo","1533331175","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"a5767185","nicolasepiscopo","1533331138","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native"
"740a50fb","nicolasepiscopo","1533330908","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native into develop"
"9f2d81af","nicolasepiscopo","1533330881","Minor fix for list"
"82a13430","nicolasepiscopo","1533329682","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"ce2bd78f","Nicolás Epíscopo","1533329662","Merged in develop (pull request #36)"
"297a5e37","Nicolás Epíscopo","1533329485","Merged in bugfix/BD-2579 (pull request #35)"
"dd44c847","nicolasepiscopo","1533328853","Merge branch 'master' of bitbucket.org:bardog/bardog-mobile-native into deploy"
"b42f41c5","Nicolás Epíscopo","1533328765","Merged in develop (pull request #34)"
"35598990","nicolasepiscopo","1533328661","Merge branch 'develop' of bitbucket.org:bardog/bardog-mobile-native into develop"
"6c93e1e0","nicolasepiscopo","1533328642","Version 3.24.0"
"1d560dfb","Nicolás Epíscopo","1533328546","Merged in task/BD-2473 (pull request #25)"
"878371ea","nicolasepiscopo","1533328492","Fixing conflicts"
"0f88c0be","Nicolás Epíscopo","1533328141","Merged in task/BD-2525 (pull request #28)"
"c0cac53d","nicolasepiscopo","1533328102","Fixing conflicts"
"537672b1","Nicolás Epíscopo","1533327987","Merged in feature/BD-2479 (pull request #23)"
"75203dfa","Nicolás Epíscopo","1533327954","Merged in task/BD-2446 (pull request #26)"
"95f90802","Nicolás Epíscopo","1533327924","Merged in bugfix/BD-2553 (pull request #24)"
"b6983c5e","Nicolás Epíscopo","1533327861","Merged in bugfix/BD-2540 (pull request #30)"
